Date/Time,Electricity Demand for the Branch (kw),Solar System Output (kWh),DOW,15min_interval
1/1/2013 0:00,7.29,0,3,1
1/1/2013 0:15,8.26,0,3,2
1/1/2013 0:30,7.78,0,3,3
1/1/2013 0:45,7.29,0,3,4
1/1/2013 1:00,7.29,0,3,5
1/1/2013 1:15,8.26,0,3,6
1/1/2013 1:30,7.78,0,3,7
1/1/2013 1:45,7.78,0,3,8
1/1/2013 2:00,7.29,0,3,9
1/1/2013 2:15,8.26,0,3,10
1/1/2013 2:30,7.29,0,3,11
1/1/2013 2:45,7.78,0,3,12
1/1/2013 3:00,7.29,0,3,13
1/1/2013 3:15,8.26,0,3,14
1/1/2013 3:30,7.78,0,3,15
1/1/2013 3:45,7.29,0,3,16
1/1/2013 4:00,8.26,0,3,17
1/1/2013 4:15,7.78,0,3,18
1/1/2013 4:30,7.78,0,3,19
1/1/2013 4:45,7.78,0,3,20
1/1/2013 5:00,7.78,0,3,21
1/1/2013 5:15,8.26,0,3,22
1/1/2013 5:30,7.29,0,3,23
1/1/2013 5:45,7.29,0,3,24
1/1/2013 6:00,8.26,0,3,25
1/1/2013 6:15,10.21,0,3,26
1/1/2013 6:30,8.26,0,3,27
1/1/2013 6:45,8.75,0.015,3,28
1/1/2013 7:00,10.21,0.035,3,29
1/1/2013 7:15,8.75,0.256,3,30
1/1/2013 7:30,7.29,0.289,3,31
1/1/2013 7:45,8.26,0.963,3,32
1/1/2013 8:00,6.81,1.442,3,33
1/1/2013 8:15,6.32,1.561,3,34
1/1/2013 8:30,5.83,1.764,3,35
1/1/2013 8:45,6.32,1.631,3,36
1/1/2013 9:00,6.81,2.555,3,37
1/1/2013 9:15,7.78,2.831,3,38
1/1/2013 9:30,6.32,2.634,3,39
1/1/2013 9:45,7.29,4.14,3,40
1/1/2013 10:00,6.32,4.196,3,41
1/1/2013 10:15,6.81,5.799,3,42
1/1/2013 10:30,5.83,5.869,3,43
1/1/2013 10:45,5.83,6.758,3,44
1/1/2013 11:00,4.86,5.124,3,45
1/1/2013 11:15,5.35,5.562,3,46
1/1/2013 11:30,5.35,6.245,3,47
1/1/2013 11:45,4.86,5.217,3,48
1/1/2013 12:00,4.8,6.24,3,49
1/1/2013 12:15,6.4,7.15,3,50
1/1/2013 12:30,3.2,6.776,3,51
1/1/2013 12:45,4.8,5.465,3,52
1/1/2013 13:00,4.8,4.962,3,53
1/1/2013 13:15,6.4,4.635,3,54
1/1/2013 13:30,4.8,2.507,3,55
1/1/2013 13:45,4.8,4.601,3,56
1/1/2013 14:00,4.8,3.626,3,57
1/1/2013 14:15,4.8,3.86,3,58
1/1/2013 14:30,4.8,4.167,3,59
1/1/2013 14:45,4.8,4.101,3,60
1/1/2013 15:00,4.8,4.044,3,61
1/1/2013 15:15,4.8,3.356,3,62
1/1/2013 15:30,4.8,2.606,3,63
1/1/2013 15:45,4.8,0.976,3,64
1/1/2013 16:00,4.8,1.67,3,65
1/1/2013 16:15,6.4,0.414,3,66
1/1/2013 16:30,9.6,0.143,3,67
1/1/2013 16:45,9.6,0.042,3,68
1/1/2013 17:00,9.6,0.017,3,69
1/1/2013 17:15,11.2,0,3,70
1/1/2013 17:30,9.6,0,3,71
1/1/2013 17:45,9.6,0,3,72
1/1/2013 18:00,9.6,0,3,73
1/1/2013 18:15,9.6,0,3,74
1/1/2013 18:30,9.6,0,3,75
1/1/2013 18:45,9.6,0,3,76
1/1/2013 19:00,9.6,0,3,77
1/1/2013 19:15,9.6,0,3,78
1/1/2013 19:30,9.6,0,3,79
1/1/2013 19:45,9.6,0,3,80
1/1/2013 20:00,9.6,0,3,81
1/1/2013 20:15,9.6,0,3,82
1/1/2013 20:30,8,0,3,83
1/1/2013 20:45,9.6,0,3,84
1/1/2013 21:00,9.6,0,3,85
1/1/2013 21:15,9.6,0,3,86
1/1/2013 21:30,9.6,0,3,87
1/1/2013 21:45,9.6,0,3,88
1/1/2013 22:00,9.6,0,3,89
1/1/2013 22:15,9.6,0,3,90
1/1/2013 22:30,9.6,0,3,91
1/1/2013 22:45,9.6,0,3,92
1/1/2013 23:00,9.6,0,3,93
1/1/2013 23:15,9.6,0,3,94
1/1/2013 23:30,9.6,0,3,95
1/1/2013 23:45,9.6,0,3,96
1/2/2013 0:00,8,0,4,1
1/2/2013 0:15,9.6,0,4,2
1/2/2013 0:30,8,0,4,3
1/2/2013 0:45,9.6,0,4,4
1/2/2013 1:00,8,0,4,5
1/2/2013 1:15,8,0,4,6
1/2/2013 1:30,9.6,0,4,7
1/2/2013 1:45,8,0,4,8
1/2/2013 2:00,9.6,0,4,9
1/2/2013 2:15,8,0,4,10
1/2/2013 2:30,8,0,4,11
1/2/2013 2:45,9.6,0,4,12
1/2/2013 3:00,8,0,4,13
1/2/2013 3:15,9.6,0,4,14
1/2/2013 3:30,8,0,4,15
1/2/2013 3:45,8,0,4,16
1/2/2013 4:00,9.6,0,4,17
1/2/2013 4:15,8,0,4,18
1/2/2013 4:30,9.6,0,4,19
1/2/2013 4:45,8,0,4,20
1/2/2013 5:00,8,0,4,21
1/2/2013 5:15,9.6,0,4,22
1/2/2013 5:30,8,0,4,23
1/2/2013 5:45,8,0,4,24
1/2/2013 6:00,11.2,0,4,25
1/2/2013 6:15,9.6,0,4,26
1/2/2013 6:30,11.2,0,4,27
1/2/2013 6:45,9.6,0.029,4,28
1/2/2013 7:00,11.2,0.069,4,29
1/2/2013 7:15,9.6,0.348,4,30
1/2/2013 7:30,6.4,0.872,4,31
1/2/2013 7:45,4.8,1.48,4,32
1/2/2013 8:00,6.4,2.149,4,33
1/2/2013 8:15,6.4,2.832,4,34
1/2/2013 8:30,6.4,3.458,4,35
1/2/2013 8:45,6.4,4.031,4,36
1/2/2013 9:00,9.6,4.602,4,37
1/2/2013 9:15,6.4,5.156,4,38
1/2/2013 9:30,8,5.671,4,39
1/2/2013 9:45,8,6.109,4,40
1/2/2013 10:00,8,6.555,4,41
1/2/2013 10:15,8,6.897,4,42
1/2/2013 10:30,8,7.238,4,43
1/2/2013 10:45,8,7.524,4,44
1/2/2013 11:00,8,7.739,4,45
1/2/2013 11:15,8,7.891,4,46
1/2/2013 11:30,8,8.02,4,47
1/2/2013 11:45,8,8.091,4,48
1/2/2013 12:00,9.6,8.136,4,49
1/2/2013 12:15,8,8.092,4,50
1/2/2013 12:30,8,7.949,4,51
1/2/2013 12:45,8,7.79,4,52
1/2/2013 13:00,8,7.545,4,53
1/2/2013 13:15,9.6,7.308,4,54
1/2/2013 13:30,8,6.991,4,55
1/2/2013 13:45,8,6.649,4,56
1/2/2013 14:00,8,6.265,4,57
1/2/2013 14:15,8,5.801,4,58
1/2/2013 14:30,9.6,5.303,4,59
1/2/2013 14:45,8,4.777,4,60
1/2/2013 15:00,8,4.218,4,61
1/2/2013 15:15,8,3.634,4,62
1/2/2013 15:30,8,3.033,4,63
1/2/2013 15:45,8,2.388,4,64
1/2/2013 16:00,8,1.766,4,65
1/2/2013 16:15,9.6,1.1,4,66
1/2/2013 16:30,14.4,0.454,4,67
1/2/2013 16:45,14.4,0.069,4,68
1/2/2013 17:00,12.8,0.024,4,69
1/2/2013 17:15,14.4,0,4,70
1/2/2013 17:30,14.4,0,4,71
1/2/2013 17:45,14.4,0,4,72
1/2/2013 18:00,12.8,0,4,73
1/2/2013 18:15,14.4,0,4,74
1/2/2013 18:30,12.8,0,4,75
1/2/2013 18:45,12.8,0,4,76
1/2/2013 19:00,11.2,0,4,77
1/2/2013 19:15,12.8,0,4,78
1/2/2013 19:30,11.2,0,4,79
1/2/2013 19:45,11.2,0,4,80
1/2/2013 20:00,9.6,0,4,81
1/2/2013 20:15,9.6,0,4,82
1/2/2013 20:30,9.6,0,4,83
1/2/2013 20:45,9.6,0,4,84
1/2/2013 21:00,9.6,0,4,85
1/2/2013 21:15,9.6,0,4,86
1/2/2013 21:30,11.2,0,4,87
1/2/2013 21:45,11.2,0,4,88
1/2/2013 22:00,12.8,0,4,89
1/2/2013 22:15,12.8,0,4,90
1/2/2013 22:30,12.8,0,4,91
1/2/2013 22:45,11.2,0,4,92
1/2/2013 23:00,9.6,0,4,93
1/2/2013 23:15,9.6,0,4,94
1/2/2013 23:30,9.6,0,4,95
1/2/2013 23:45,9.6,0,4,96
1/3/2013 0:00,8,0,5,1
1/3/2013 0:15,8,0,5,2
1/3/2013 0:30,9.6,0,5,3
1/3/2013 0:45,8,0,5,4
1/3/2013 1:00,9.6,0,5,5
1/3/2013 1:15,8,0,5,6
1/3/2013 1:30,8,0,5,7
1/3/2013 1:45,8,0,5,8
1/3/2013 2:00,8,0,5,9
1/3/2013 2:15,9.6,0,5,10
1/3/2013 2:30,8,0,5,11
1/3/2013 2:45,8,0,5,12
1/3/2013 3:00,9.6,0,5,13
1/3/2013 3:15,8,0,5,14
1/3/2013 3:30,8,0,5,15
1/3/2013 3:45,9.6,0,5,16
1/3/2013 4:00,8,0,5,17
1/3/2013 4:15,8,0,5,18
1/3/2013 4:30,8,0,5,19
1/3/2013 4:45,9.6,0,5,20
1/3/2013 5:00,8,0,5,21
1/3/2013 5:15,8,0,5,22
1/3/2013 5:30,9.6,0,5,23
1/3/2013 5:45,8,0,5,24
1/3/2013 6:00,9.6,0,5,25
1/3/2013 6:15,9.6,0,5,26
1/3/2013 6:30,9.6,0.001,5,27
1/3/2013 6:45,11.2,0.03,5,28
1/3/2013 7:00,9.6,0.066,5,29
1/3/2013 7:15,11.2,0.436,5,30
1/3/2013 7:30,6.4,1.062,5,31
1/3/2013 7:45,3.2,1.692,5,32
1/3/2013 8:00,6.4,2.32,5,33
1/3/2013 8:15,6.4,2.969,5,34
1/3/2013 8:30,8,3.568,5,35
1/3/2013 8:45,6.4,4.146,5,36
1/3/2013 9:00,8,4.702,5,37
1/3/2013 9:15,8,5.241,5,38
1/3/2013 9:30,8,5.743,5,39
1/3/2013 9:45,8,6.203,5,40
1/3/2013 10:00,8,6.619,5,41
1/3/2013 10:15,8,6.984,5,42
1/3/2013 10:30,8,7.311,5,43
1/3/2013 10:45,8,7.577,5,44
1/3/2013 11:00,8,7.789,5,45
1/3/2013 11:15,8,7.949,5,46
1/3/2013 11:30,9.6,8.073,5,47
1/3/2013 11:45,8,8.165,5,48
1/3/2013 12:00,8,8.185,5,49
1/3/2013 12:15,9.6,8.123,5,50
1/3/2013 12:30,8,8.013,5,51
1/3/2013 12:45,9.6,7.846,5,52
1/3/2013 13:00,9.6,7.631,5,53
1/3/2013 13:15,8,7.373,5,54
1/3/2013 13:30,9.6,7.069,5,55
1/3/2013 13:45,9.6,6.731,5,56
1/3/2013 14:00,9.6,6.326,5,57
1/3/2013 14:15,8,5.869,5,58
1/3/2013 14:30,11.2,5.368,5,59
1/3/2013 14:45,8,4.831,5,60
1/3/2013 15:00,9.6,4.281,5,61
1/3/2013 15:15,8,3.705,5,62
1/3/2013 15:30,8,3.106,5,63
1/3/2013 15:45,9.6,2.465,5,64
1/3/2013 16:00,8,1.828,5,65
1/3/2013 16:15,9.6,1.138,5,66
1/3/2013 16:30,14.4,0.472,5,67
1/3/2013 16:45,14.4,0.073,5,68
1/3/2013 17:00,14.4,0.039,5,69
1/3/2013 17:15,14.4,0.008,5,70
1/3/2013 17:30,14.4,0.004,5,71
1/3/2013 17:45,14.4,0.001,5,72
1/3/2013 18:00,14.4,0,5,73
1/3/2013 18:15,12.8,0,5,74
1/3/2013 18:30,12.8,0,5,75
1/3/2013 18:45,12.8,0,5,76
1/3/2013 19:00,12.8,0,5,77
1/3/2013 19:15,12.8,0,5,78
1/3/2013 19:30,11.2,0,5,79
1/3/2013 19:45,11.2,0,5,80
1/3/2013 20:00,12.8,0,5,81
1/3/2013 20:15,11.2,0,5,82
1/3/2013 20:30,9.6,0,5,83
1/3/2013 20:45,11.2,0,5,84
1/3/2013 21:00,9.6,0,5,85
1/3/2013 21:15,9.6,0,5,86
1/3/2013 21:30,9.6,0,5,87
1/3/2013 21:45,9.6,0,5,88
1/3/2013 22:00,9.6,0,5,89
1/3/2013 22:15,9.6,0,5,90
1/3/2013 22:30,8,0,5,91
1/3/2013 22:45,9.6,0,5,92
1/3/2013 23:00,9.6,0,5,93
1/3/2013 23:15,9.6,0,5,94
1/3/2013 23:30,9.6,0,5,95
1/3/2013 23:45,9.6,0,5,96
1/4/2013 0:00,8,0,6,1
1/4/2013 0:15,9.6,0,6,2
1/4/2013 0:30,8,0,6,3
1/4/2013 0:45,9.6,0,6,4
1/4/2013 1:00,8,0,6,5
1/4/2013 1:15,8,0,6,6
1/4/2013 1:30,9.6,0,6,7
1/4/2013 1:45,8,0,6,8
1/4/2013 2:00,8,0,6,9
1/4/2013 2:15,8,0,6,10
1/4/2013 2:30,8,0,6,11
1/4/2013 2:45,9.6,0,6,12
1/4/2013 3:00,8,0,6,13
1/4/2013 3:15,8,0,6,14
1/4/2013 3:30,9.6,0,6,15
1/4/2013 3:45,8,0,6,16
1/4/2013 4:00,8,0,6,17
1/4/2013 4:15,8,0,6,18
1/4/2013 4:30,8,0,6,19
1/4/2013 4:45,9.6,0,6,20
1/4/2013 5:00,8,0,6,21
1/4/2013 5:15,9.6,0,6,22
1/4/2013 5:30,8,0,6,23
1/4/2013 5:45,8,0,6,24
1/4/2013 6:00,9.6,0,6,25
1/4/2013 6:15,9.6,0,6,26
1/4/2013 6:30,11.2,0,6,27
1/4/2013 6:45,9.6,0.03,6,28
1/4/2013 7:00,11.2,0.069,6,29
1/4/2013 7:15,9.6,0.456,6,30
1/4/2013 7:30,6.4,1.095,6,31
1/4/2013 7:45,4.8,1.744,6,32
1/4/2013 8:00,8,2.383,6,33
1/4/2013 8:15,6.4,3.022,6,34
1/4/2013 8:30,8,3.631,6,35
1/4/2013 8:45,8,4.231,6,36
1/4/2013 9:00,8,4.8,6,37
1/4/2013 9:15,8,5.347,6,38
1/4/2013 9:30,8,5.851,6,39
1/4/2013 9:45,8,6.311,6,40
1/4/2013 10:00,8,6.731,6,41
1/4/2013 10:15,8,7.074,6,42
1/4/2013 10:30,8,7.395,6,43
1/4/2013 10:45,8,7.675,6,44
1/4/2013 11:00,9.6,7.884,6,45
1/4/2013 11:15,8,8.062,6,46
1/4/2013 11:30,9.6,8.177,6,47
1/4/2013 11:45,8,8.271,6,48
1/4/2013 12:00,8,8.3,6,49
1/4/2013 12:15,8,8.244,6,50
1/4/2013 12:30,8,8.092,6,51
1/4/2013 12:45,9.6,7.862,6,52
1/4/2013 13:00,8,7.632,6,53
1/4/2013 13:15,9.6,7.375,6,54
1/4/2013 13:30,8,7.073,6,55
1/4/2013 13:45,8,6.731,6,56
1/4/2013 14:00,8,6.344,6,57
1/4/2013 14:15,9.6,5.896,6,58
1/4/2013 14:30,9.6,5.398,6,59
1/4/2013 14:45,8,4.862,6,60
1/4/2013 15:00,8,4.306,6,61
1/4/2013 15:15,8,3.734,6,62
1/4/2013 15:30,9.6,3.129,6,63
1/4/2013 15:45,8,2.476,6,64
1/4/2013 16:00,9.6,1.838,6,65
1/4/2013 16:15,9.6,1.167,6,66
1/4/2013 16:30,14.4,0.505,6,67
1/4/2013 16:45,14.4,0.082,6,68
1/4/2013 17:00,14.4,0.028,6,69
1/4/2013 17:15,14.4,0,6,70
1/4/2013 17:30,14.4,0,6,71
1/4/2013 17:45,14.4,0,6,72
1/4/2013 18:00,14.4,0,6,73
1/4/2013 18:15,12.8,0,6,74
1/4/2013 18:30,12.8,0,6,75
1/4/2013 18:45,14.4,0,6,76
1/4/2013 19:00,12.8,0,6,77
1/4/2013 19:15,11.2,0,6,78
1/4/2013 19:30,12.8,0,6,79
1/4/2013 19:45,12.8,0,6,80
1/4/2013 20:00,11.2,0,6,81
1/4/2013 20:15,12.8,0,6,82
1/4/2013 20:30,12.8,0,6,83
1/4/2013 20:45,12.8,0,6,84
1/4/2013 21:00,12.8,0,6,85
1/4/2013 21:15,11.2,0,6,86
1/4/2013 21:30,9.6,0,6,87
1/4/2013 21:45,11.2,0,6,88
1/4/2013 22:00,9.6,0,6,89
1/4/2013 22:15,9.6,0,6,90
1/4/2013 22:30,9.6,0,6,91
1/4/2013 22:45,11.2,0,6,92
1/4/2013 23:00,9.6,0,6,93
1/4/2013 23:15,9.6,0,6,94
1/4/2013 23:30,8,0,6,95
1/4/2013 23:45,9.6,0,6,96
1/5/2013 0:00,8,0,7,1
1/5/2013 0:15,9.6,0,7,2
1/5/2013 0:30,8,0,7,3
1/5/2013 0:45,8,0,7,4
1/5/2013 1:00,8,0,7,5
1/5/2013 1:15,9.6,0,7,6
1/5/2013 1:30,8,0,7,7
1/5/2013 1:45,8,0,7,8
1/5/2013 2:00,8,0,7,9
1/5/2013 2:15,8,0,7,10
1/5/2013 2:30,8,0,7,11
1/5/2013 2:45,9.6,0,7,12
1/5/2013 3:00,8,0,7,13
1/5/2013 3:15,8,0,7,14
1/5/2013 3:30,9.6,0,7,15
1/5/2013 3:45,8,0,7,16
1/5/2013 4:00,8,0,7,17
1/5/2013 4:15,8,0,7,18
1/5/2013 4:30,9.6,0,7,19
1/5/2013 4:45,9.6,0,7,20
1/5/2013 5:00,8,0,7,21
1/5/2013 5:15,8,0,7,22
1/5/2013 5:30,8,0,7,23
1/5/2013 5:45,9.6,0,7,24
1/5/2013 6:00,9.6,0,7,25
1/5/2013 6:15,9.6,0,7,26
1/5/2013 6:30,9.6,0.001,7,27
1/5/2013 6:45,11.2,0.029,7,28
1/5/2013 7:00,9.6,0.065,7,29
1/5/2013 7:15,9.6,0.414,7,30
1/5/2013 7:30,6.4,1.021,7,31
1/5/2013 7:45,6.4,1.637,7,32
1/5/2013 8:00,4.8,2.255,7,33
1/5/2013 8:15,6.4,2.89,7,34
1/5/2013 8:30,4.8,3.494,7,35
1/5/2013 8:45,8,4.08,7,36
1/5/2013 9:00,6.4,4.638,7,37
1/5/2013 9:15,8,5.17,7,38
1/5/2013 9:30,8,5.668,7,39
1/5/2013 9:45,8,6.11,7,40
1/5/2013 10:00,6.4,6.516,7,41
1/5/2013 10:15,8,6.89,7,42
1/5/2013 10:30,8,7.214,7,43
1/5/2013 10:45,8,7.479,7,44
1/5/2013 11:00,8,7.656,7,45
1/5/2013 11:15,8,7.797,7,46
1/5/2013 11:30,8,7.002,7,47
1/5/2013 11:45,8,7.83,7,48
1/5/2013 12:00,8,8.027,7,49
1/5/2013 12:15,8,8.091,7,50
1/5/2013 12:30,8,8.035,7,51
1/5/2013 12:45,8,6.907,7,52
1/5/2013 13:00,8,6.535,7,53
1/5/2013 13:15,8,6.88,7,54
1/5/2013 13:30,8,5.995,7,55
1/5/2013 13:45,8,5.013,7,56
1/5/2013 14:00,8,5.649,7,57
1/5/2013 14:15,8,3.624,7,58
1/5/2013 14:30,8,4.349,7,59
1/5/2013 14:45,8,3.209,7,60
1/5/2013 15:00,9.6,2.001,7,61
1/5/2013 15:15,8,1.818,7,62
1/5/2013 15:30,8,2.771,7,63
1/5/2013 15:45,9.6,2.036,7,64
1/5/2013 16:00,6.4,0.932,7,65
1/5/2013 16:15,8,0.619,7,66
1/5/2013 16:30,14.4,0.396,7,67
1/5/2013 16:45,11.2,0.08,7,68
1/5/2013 17:00,11.2,0.015,7,69
1/5/2013 17:15,9.6,0,7,70
1/5/2013 17:30,9.6,0,7,71
1/5/2013 17:45,9.6,0,7,72
1/5/2013 18:00,8,0,7,73
1/5/2013 18:15,9.6,0,7,74
1/5/2013 18:30,9.6,0,7,75
1/5/2013 18:45,9.6,0,7,76
1/5/2013 19:00,11.2,0,7,77
1/5/2013 19:15,12.8,0,7,78
1/5/2013 19:30,11.2,0,7,79
1/5/2013 19:45,11.2,0,7,80
1/5/2013 20:00,9.6,0,7,81
1/5/2013 20:15,9.6,0,7,82
1/5/2013 20:30,9.6,0,7,83
1/5/2013 20:45,9.6,0,7,84
1/5/2013 21:00,9.6,0,7,85
1/5/2013 21:15,9.6,0,7,86
1/5/2013 21:30,9.6,0,7,87
1/5/2013 21:45,9.6,0,7,88
1/5/2013 22:00,9.6,0,7,89
1/5/2013 22:15,9.6,0,7,90
1/5/2013 22:30,9.6,0,7,91
1/5/2013 22:45,9.6,0,7,92
1/5/2013 23:00,9.6,0,7,93
1/5/2013 23:15,9.6,0,7,94
1/5/2013 23:30,9.6,0,7,95
1/5/2013 23:45,9.6,0,7,96
1/6/2013 0:00,8,0,1,1
1/6/2013 0:15,8,0,1,2
1/6/2013 0:30,8,0,1,3
1/6/2013 0:45,8,0,1,4
1/6/2013 1:00,9.6,0,1,5
1/6/2013 1:15,8,0,1,6
1/6/2013 1:30,8,0,1,7
1/6/2013 1:45,8,0,1,8
1/6/2013 2:00,8,0,1,9
1/6/2013 2:15,8,0,1,10
1/6/2013 2:30,9.6,0,1,11
1/6/2013 2:45,8,0,1,12
1/6/2013 3:00,8,0,1,13
1/6/2013 3:15,8,0,1,14
1/6/2013 3:30,8,0,1,15
1/6/2013 3:45,8,0,1,16
1/6/2013 4:00,9.6,0,1,17
1/6/2013 4:15,8,0,1,18
1/6/2013 4:30,8,0,1,19
1/6/2013 4:45,8,0,1,20
1/6/2013 5:00,8,0,1,21
1/6/2013 5:15,8,0,1,22
1/6/2013 5:30,9.6,0,1,23
1/6/2013 5:45,8,0,1,24
1/6/2013 6:00,9.6,0,1,25
1/6/2013 6:15,9.6,0,1,26
1/6/2013 6:30,9.6,0,1,27
1/6/2013 6:45,9.6,0.019,1,28
1/6/2013 7:00,9.6,0.071,1,29
1/6/2013 7:15,9.6,0.385,1,30
1/6/2013 7:30,8,0.32,1,31
1/6/2013 7:45,6.4,0.285,1,32
1/6/2013 8:00,9.6,0.346,1,33
1/6/2013 8:15,9.6,0.517,1,34
1/6/2013 8:30,8,0.485,1,35
1/6/2013 8:45,4.8,2.551,1,36
1/6/2013 9:00,4.8,3.293,1,37
1/6/2013 9:15,3.2,4.857,1,38
1/6/2013 9:30,4.8,5.427,1,39
1/6/2013 9:45,3.2,5.957,1,40
1/6/2013 10:00,4.8,3.756,1,41
1/6/2013 10:15,3.2,6.052,1,42
1/6/2013 10:30,4.8,7.251,1,43
1/6/2013 10:45,4.8,7.69,1,44
1/6/2013 11:00,3.2,7.325,1,45
1/6/2013 11:15,4.8,8.282,1,46
1/6/2013 11:30,4.8,6.556,1,47
1/6/2013 11:45,3.2,4.918,1,48
1/6/2013 12:00,4.8,7.089,1,49
1/6/2013 12:15,4.8,7.254,1,50
1/6/2013 12:30,4.8,7.038,1,51
1/6/2013 12:45,3.2,6.815,1,52
1/6/2013 13:00,4.8,8.019,1,53
1/6/2013 13:15,3.2,7.383,1,54
1/6/2013 13:30,4.8,6.211,1,55
1/6/2013 13:45,3.2,6.587,1,56
1/6/2013 14:00,4.8,6.088,1,57
1/6/2013 14:15,3.2,5.853,1,58
1/6/2013 14:30,4.8,4.994,1,59
1/6/2013 14:45,3.2,3.14,1,60
1/6/2013 15:00,4.8,3.277,1,61
1/6/2013 15:15,3.2,2.148,1,62
1/6/2013 15:30,4.8,3.187,1,63
1/6/2013 15:45,8,0.798,1,64
1/6/2013 16:00,9.6,1.515,1,65
1/6/2013 16:15,8,1.303,1,66
1/6/2013 16:30,9.6,0.553,1,67
1/6/2013 16:45,9.6,0.094,1,68
1/6/2013 17:00,9.6,0.033,1,69
1/6/2013 17:15,9.6,0,1,70
1/6/2013 17:30,9.6,0,1,71
1/6/2013 17:45,8,0,1,72
1/6/2013 18:00,9.6,0,1,73
1/6/2013 18:15,9.6,0,1,74
1/6/2013 18:30,9.6,0,1,75
1/6/2013 18:45,9.6,0,1,76
1/6/2013 19:00,9.6,0,1,77
1/6/2013 19:15,9.6,0,1,78
1/6/2013 19:30,9.6,0,1,79
1/6/2013 19:45,9.6,0,1,80
1/6/2013 20:00,9.6,0,1,81
1/6/2013 20:15,8,0,1,82
1/6/2013 20:30,9.6,0,1,83
1/6/2013 20:45,9.6,0,1,84
1/6/2013 21:00,9.6,0,1,85
1/6/2013 21:15,9.6,0,1,86
1/6/2013 21:30,9.6,0,1,87
1/6/2013 21:45,9.6,0,1,88
1/6/2013 22:00,9.6,0,1,89
1/6/2013 22:15,8,0,1,90
1/6/2013 22:30,9.6,0,1,91
1/6/2013 22:45,9.6,0,1,92
1/6/2013 23:00,9.6,0,1,93
1/6/2013 23:15,9.6,0,1,94
1/6/2013 23:30,8,0,1,95
1/6/2013 23:45,9.6,0,1,96
1/7/2013 0:00,8,0,2,1
1/7/2013 0:15,9.6,0,2,2
1/7/2013 0:30,8,0,2,3
1/7/2013 0:45,8,0,2,4
1/7/2013 1:00,9.6,0,2,5
1/7/2013 1:15,8,0,2,6
1/7/2013 1:30,8,0,2,7
1/7/2013 1:45,9.6,0,2,8
1/7/2013 2:00,8,0,2,9
1/7/2013 2:15,8,0,2,10
1/7/2013 2:30,8,0,2,11
1/7/2013 2:45,9.6,0,2,12
1/7/2013 3:00,8,0,2,13
1/7/2013 3:15,8,0,2,14
1/7/2013 3:30,8,0,2,15
1/7/2013 3:45,8,0,2,16
1/7/2013 4:00,9.6,0,2,17
1/7/2013 4:15,8,0,2,18
1/7/2013 4:30,8,0,2,19
1/7/2013 4:45,8,0,2,20
1/7/2013 5:00,9.6,0,2,21
1/7/2013 5:15,8,0,2,22
1/7/2013 5:30,8,0,2,23
1/7/2013 5:45,8,0,2,24
1/7/2013 6:00,9.6,0,2,25
1/7/2013 6:15,9.6,0,2,26
1/7/2013 6:30,11.2,0,2,27
1/7/2013 6:45,9.6,0.024,2,28
1/7/2013 7:00,9.6,0.064,2,29
1/7/2013 7:15,9.6,0.421,2,30
1/7/2013 7:30,6.4,1.044,2,31
1/7/2013 7:45,4.8,1.662,2,32
1/7/2013 8:00,6.4,2.278,2,33
1/7/2013 8:15,6.4,2.908,2,34
1/7/2013 8:30,6.4,3.512,2,35
1/7/2013 8:45,8,4.106,2,36
1/7/2013 9:00,6.4,4.684,2,37
1/7/2013 9:15,8,5.224,2,38
1/7/2013 9:30,8,5.752,2,39
1/7/2013 9:45,6.4,6.203,2,40
1/7/2013 10:00,8,6.592,2,41
1/7/2013 10:15,8,6.97,2,42
1/7/2013 10:30,8,7.316,2,43
1/7/2013 10:45,8,7.58,2,44
1/7/2013 11:00,8,7.801,2,45
1/7/2013 11:15,8,7.967,2,46
1/7/2013 11:30,8,8.099,2,47
1/7/2013 11:45,6.4,8.161,2,48
1/7/2013 12:00,8,8.2,2,49
1/7/2013 12:15,8,8.323,2,50
1/7/2013 12:30,8,8.629,2,51
1/7/2013 12:45,8,7.078,2,52
1/7/2013 13:00,9.6,5.717,2,53
1/7/2013 13:15,9.6,6.427,2,54
1/7/2013 13:30,8,6.463,2,55
1/7/2013 13:45,6.4,6.674,2,56
1/7/2013 14:00,8,6.751,2,57
1/7/2013 14:15,8,6.065,2,58
1/7/2013 14:30,8,5.473,2,59
1/7/2013 14:45,8,4.867,2,60
1/7/2013 15:00,9.6,3.09,2,61
1/7/2013 15:15,8,3.512,2,62
1/7/2013 15:30,8,2.634,2,63
1/7/2013 15:45,8,1.814,2,64
1/7/2013 16:00,9.6,1.77,2,65
1/7/2013 16:15,8,1.255,2,66
1/7/2013 16:30,11.2,0.59,2,67
1/7/2013 16:45,14.4,0.144,2,68
1/7/2013 17:00,14.4,0.053,2,69
1/7/2013 17:15,14.4,0.006,2,70
1/7/2013 17:30,12.8,0,2,71
1/7/2013 17:45,14.4,0,2,72
1/7/2013 18:00,12.8,0,2,73
1/7/2013 18:15,14.4,0,2,74
1/7/2013 18:30,12.8,0,2,75
1/7/2013 18:45,12.8,0,2,76
1/7/2013 19:00,12.8,0,2,77
1/7/2013 19:15,12.8,0,2,78
1/7/2013 19:30,12.8,0,2,79
1/7/2013 19:45,11.2,0,2,80
1/7/2013 20:00,9.6,0,2,81
1/7/2013 20:15,9.6,0,2,82
