release_date,title,budget,revenue
1994-10-01,Don Juan DeMarco,25000000.0,22200000.0
1994-10-01,"Ryaba, My Chicken",2700000.0,4635143.0
1994-10-07,The Specialist,45000000.0,170362582.0
1994-10-07,A Troll in Central Park,23000000.0,71368.0
1994-10-13,New Nightmare,14000000.0,18090181.0
1994-10-27,Stargate,55000000.0,196567262.0
1994-10-28,Silent Fall,30000000.0,3180674.0
1994-11-04,Mary Shelley's Frankenstein,45000000.0,112006296.0
1994-11-04,Double Dragon,3500000.0,2341309.0
1994-11-10,The Santa Clause,22000000.0,189833357.0
1994-11-11,Interview with the Vampire,60000000.0,223664608.0
1994-11-17,Star Trek: Generations,38000000.0,120000000.0
1994-11-18,The Swan Princess,35000000.0,9771658.0
1994-11-22,Junior,60000000.0,37000000.0
1994-11-23,The Pagemaster,27000000.0,13670688.0
1994-11-23,A Low Down Dirty Shame,10000000.0,29392418.0
1994-11-25,Camilla,8500000.0,250993.0
1994-11-29,Highlander: The Final Dimension,26000000.0,36800000.0
1994-12-09,Disclosure,55000000.0,214015089.0
1994-12-12,In the Mouth of Madness,8000000.0,8946600.0
1994-12-16,Legends of the Fall,30000000.0,160638883.0
1994-12-16,Dumb and Dumber,16000000.0,247275374.0
1994-12-22,Street Fighter,35000000.0,99423521.0
1994-12-23,Prêt-à-Porter,15000000.0,11300653.0
1994-12-23,Nell,31000000.0,106683817.0
1995-01-01,Search and Destroy,4000000.0,389503.0
1995-01-01,Rangeela,2800000.0,14000000.0
1995-01-06,Houseguest,10500000.0,26325256.0
1995-01-20,Living in Oblivion,500000.0,1148752.0
1995-01-27,Before Sunrise,2500000.0,5535405.0
1995-01-27,Miami Rhapsody,6.0,5.0
1995-01-30,Rumble in the Bronx,7500000.0,32392047.0
1995-02-03,Boys on the Side,21000000.0,23450000.0
1995-02-09,The Quick and the Dead,32000000.0,18552460.0
1995-02-10,Billy Madison,10000000.0,26488734.0
1995-03-01,Roommates,22000000.0,12400000.0
1995-03-03,Hideaway,15000000.0,12201255.0
1995-03-10,Outbreak,50000000.0,189859560.0
1995-03-17,Losing Isaiah,17000000.0,7603766.0
1995-03-31,Tank Girl,25000000.0,4064495.0
1995-03-31,Jefferson in Paris,14000000.0,2474000.0
1995-04-07,Bad Boys,19000000.0,141407024.0
1995-04-11,The Pebble and the Penguin,28000000.0,3983912.0
1995-04-13,Rob Roy,28000000.0,31596911.0
1995-04-21,While You Were Sleeping,17000000.0,182057016.0
1995-04-26,Friday,3500000.0,28215918.0
1995-04-28,Top Dog,6000000.0,5093707.0
1995-05-12,Crimson Tide,53000000.0,157387195.0
1995-05-12,The Perez Family,11000000.0,2832826.0
1995-05-16,The City of Lost Children,18000000.0,1738611.0
1995-05-19,Die Hard: With a Vengeance,90000000.0,366101666.0
1995-05-20,To Die For,20000000.0,21284514.0
1995-05-24,Braveheart,72000000.0,210000000.0
1995-05-24,Tales from the Hood,6000000.0,12000000.0
1995-05-26,Casper,50000000.0,287928194.0
1995-05-26,Johnny Mnemonic,25000000.0,19075720.0
1995-05-28,The Bridges of Madison County,24000000.0,182016617.0
1995-06-08,Canadian Bacon,11000000.0,178104.0
1995-06-09,Smoke,7000000.0,8349430.0
1995-06-09,Party Girl,150000.0,472370.0
1995-06-09,Congo,50000000.0,152022101.0
1995-06-14,Pocahontas,55000000.0,346079773.0
1995-06-16,Batman Forever,100000000.0,336529144.0
1995-06-30,Apollo 13,52000000.0,355237933.0
1995-06-30,Mighty Morphin Power Rangers: The Movie,15000000.0,66000000.0
1995-06-30,Judge Dredd,90000000.0,113493481.0
1995-07-07,Species,35000000.0,113374103.0
1995-07-07,First Knight,55000000.0,127600435.0
1995-07-13,Under Siege 2: Dark Territory,60000000.0,104324083.0
1995-07-18,Babe,30000000.0,254134910.0
1995-07-19,The Usual Suspects,6000000.0,23341568.0
1995-07-21,An Awfully Big Adventure,4000000.0,851545.0
1995-07-28,Kids,1500000.0,7412216.0
1995-07-28,The Net,22000000.0,110627965.0
1995-07-28,Waterworld,175000000.0,264218220.0
1995-08-04,Virtuosity,30000000.0,24048000.0
1995-08-11,A Walk in the Clouds,20000000.0,50012507.0
1995-08-18,Mortal Kombat,18000000.0,122195920.0
1995-08-25,Desperado,7000000.0,25405445.0
1995-09-01,The Prophecy,8.0,16.0
1995-09-08,Screamers,20000000.0,5781885.0
1995-09-08,The Tie That Binds,14000000.0,5780000.0
1995-09-13,Mighty Aphrodite,15000000.0,6700000.0
1995-09-14,Hackers,20000000.0,7563728.0
1995-09-15,Clockers,25000000.0,13071518.0
1995-09-15,Devil in a Blue Dress,27000000.0,16140822.0
1995-09-15,Blue in the Face,2000000.0,1275000.0
1995-09-20,The Horseman on the Roof,35000000.0,15000000.0
1995-09-22,Se7en,33000000.0,327311859.0
1995-09-22,Showgirls,45000000.0,20350754.0
1995-09-25,Aasai,500000.0,500000.0
1995-09-28,Mute Witness,2.0,1.0
1995-09-29,Steal Big Steal Little,25000000.0,6278139.0
1995-09-29,Halloween: The Curse of Michael Myers,5000000.0,15116634.0
1995-10-05,The Immortals,50.0,83.0
1995-10-06,Assassins,50000000.0,30303072.0
1995-10-06,How To Make An American Quilt,10000000.0,23574130.0
1995-10-13,Strange Days,42000000.0,7959291.0
1995-10-13,The Scarlet Letter,50000000.0,10382407.0
1995-10-13,Jade,50000000.0,9851610.0
1995-10-20,Mallrats,6000000.0,2122561.0
1995-10-20,Get Shorty,30250000.0,115101622.0
1995-10-20,Now and Then,12000000.0,27400000.0
1995-10-20,Dilwale Dulhania Le Jayenge,13200000.0,100000000.0
1995-10-20,Never Talk to Strangers,6400000.0,6.0
1995-10-26,Vampire in Brooklyn,14000000.0,19800000.0
1995-10-27,Leaving Las Vegas,3600000.0,49800000.0
1995-10-30,Toy Story,30000000.0,373554033.0
1995-11-03,Fair Game,50000000.0,11534477.0
1995-11-10,Ace Ventura: When Nature Calls,30000000.0,212385533.0
1995-11-16,GoldenEye,58000000.0,352194034.0
1995-11-17,The American President,62000000.0,107879496.0
1995-11-21,Money Train,60000000.0,35431113.0
1995-11-22,Nick of Time,8169363.0,8175346.0
1995-11-22,Casino,52000000.0,116112375.0
1995-12-01,Things to Do in Denver When You're Dead,8000000.0,529766.0
1995-12-09,Four Rooms,4000000.0,4300000.0
1995-12-13,Sense and Sensibility,16500000.0,135000000.0
1995-12-15,Jumanji,65000000.0,262797249.0
1995-12-15,Heat,60000000.0,187436818.0
1995-12-22,Nixon,44000000.0,13681765.0
1995-12-22,Cutthroat Island,98000000.0,10017322.0
1995-12-22,Sudden Death,35000000.0,64350171.0
1995-12-22,Waiting to Exhale,16000000.0,81452156.0
1995-12-29,Twelve Monkeys,29500000.0,168840000.0
1995-12-29,Dead Man Walking,11000000.0,39363635.0
1996-01-19,From Dusk Till Dawn,19000000.0,25836616.0
1996-01-22,Manny & Lo,500000.0,431326.0
1996-01-26,The Funeral,12500000.0,1227324.0
1996-01-26,Big Bully,15000000.0,2042530.0
1996-02-02,White Squall,38000000.0,10300000.0
1996-02-06,Jude,7000000.0,405000.0
1996-02-09,Broken Arrow,50000000.0,150270147.0
1996-02-16,Happy Gilmore,12000000.0,41205099.0
1996-02-21,Bottle Rocket,7000000.0,560069.0
1996-02-23,Trainspotting,4000000.0,16491080.0
1996-02-23,Mary Reilly,47000000.0,12379402.0
1996-02-28,Hard Eight,3000000.0,222559.0
1996-03-01,Space Truckers,25000000.0,1614266.0
1996-03-08,Hellraiser: Bloodline,4000000.0,16675000.0
1996-03-08,The Birdcage,31000000.0,185260553.0
1996-03-15,Executive Decision,55000000.0,121969216.0
1996-03-22,Flirting with Disaster,7000000.0,14702438.0
1996-03-22,Girl 6,12000000.0,4939939.0
1996-03-31,Doctor Who,5000000.0,42000000.0
1996-04-03,Faithful,13000000.0,9789900.0
1996-04-03,Primal Fear,30000000.0,102616183.0
1996-04-05,Fargo,7000000.0,60611975.0
1996-04-12,James and the Giant Peach,38000000.0,28921264.0
1996-04-19,Mrs. Winterbourne,25000000.0,10070000.0
1996-04-19,The Quest,30000000.0,57400547.0
1996-05-03,The Craft,15000000.0,24769466.0
1996-05-09,Ridicule,3000000.0,2503829.0
1996-05-10,Twister,92000000.0,494471524.0
1996-05-10,Original Gangstas,4800000.0,3014000.0
1996-05-17,Flipper,25530000.0,20080020.0
1996-05-22,Mission: Impossible,80000000.0,457696359.0
1996-05-24,Secrets & Lies,4500000.0,13417292.0
1996-05-31,The Arrival,25000000.0,14048372.0
1996-05-31,DragonHeart,57000000.0,115267375.0
1996-06-06,The Phantom,45000000.0,17300889.0
1996-06-06,The Rock,75000000.0,335062621.0
1996-06-10,The Cable Guy,47000000.0,102825796.0
1996-06-21,Eraser,100000000.0,242295562.0
1996-06-21,Lone Star,5000000.0,13269963.0
1996-06-21,The Hunchback of Notre Dame,100000000.0,100138851.0
1996-06-25,Independence Day,75000000.0,816969268.0
1996-06-26,Silent Trigger,15000000.0,76382.0
1996-06-26,The Nutty Professor,54000000.0,128769345.0
1996-06-28,Striptease,50000000.0,113309743.0
1996-07-04,Kingpin,27000000.0,25023434.0
1996-07-04,Courage Under Fire,46000000.0,100860818.0
1996-07-05,Phenomenon,32000000.0,152036382.0
1996-07-12,Kadhal Kottai,500000.0,500000.0
1996-07-18,The Frighteners,30000000.0,29359216.0
1996-07-19,Fled,25000000.0,17193231.0
1996-07-24,A Time to Kill,40000000.0,152266007.0
1996-07-26,Joe's Apartment,13000000.0,4619014.0
1996-08-02,Chain Reaction,50000000.0,60209334.0
1996-08-02,Matilda,36000000.0,33459416.0
1996-08-02,Emma,6000000.0,22231658.0
1996-08-09,Basquiat,2962051.0,3011195.0
1996-08-09,Jack,45000000.0,58620973.0
1996-08-09,Escape from L.A.,50000000.0,42277365.0
1996-08-15,The Fan,55000000.0,18626419.0
1996-08-16,Bordello of Blood,15000000.0,5600000.0
1996-08-16,Tin Cup,45000000.0,53854588.0
1996-08-23,The Spitfire Grill,6000000.0,12643776.0
1996-08-23,The Island of Dr. Moreau,40000000.0,49627779.0
1996-08-26,She's the One,3500000.0,9482579.0
1996-08-29,The Crow: City of Angels,13000000.0,17917287.0
1996-08-30,Sling Blade,1000000.0,24444121.0
1996-09-04,Surviving Picasso,16000000.0,1985001.0
1996-09-06,Curdled,2300000.0,49620.0
1996-09-06,Bulletproof,25000000.0,22611954.0
1996-09-11,Kama Sutra - A Tale of Love,3000000.0,4109095.0
1996-09-13,Maximum Risk,25000000.0,51702483.0
1996-09-13,Bound,4500000.0,7011317.0
1996-09-20,Last Man Standing,67000000.0,47267001.0
1996-09-20,The First Wives Club,26000000.0,116400000.0
1996-09-27,Extreme Measures,38000000.0,17380126.0
1996-10-11,The Chamber,50000000.0,22540359.0
1996-10-11,The Ghost and the Darkness,50000000.0,75000000.0
1996-10-11,The Long Kiss Goodnight,65000000.0,89456761.0
1996-10-12,The People vs. Larry Flynt,36000000.0,20300385.0
1996-10-16,The Wind in the Willows,12.0,1.0
1996-10-16,Get on the Bus,2400000.0,5731103.0
1996-10-18,Swingers,200000.0,4505922.0
1996-10-18,Sleepers,44000000.0,165615285.0
1996-10-25,Michael Collins,28000000.0,16900000.0
1996-10-31,Romeo + Juliet,14500000.0,147298761.0
1996-11-01,Bad Moon,7000000.0,1100000.0
1996-11-06,Set It Off,9000000.0,41590886.0
1996-11-08,Ransom,80000000.0,309492681.0
1996-11-14,The English Patient,27000000.0,231976425.0
1996-11-15,Jingle All the Way,60000000.0,129832389.0
1996-11-15,Space Jam,80000000.0,250200000.0
1996-11-17,101 Dalmatians,54000000.0,320689294.0
1996-11-21,Star Trek: First Contact,46000000.0,150000000.0
1996-12-06,Jerry Maguire,50000000.0,273552592.0
1996-12-06,Daylight,80000000.0,159212469.0
1996-12-12,Mars Attacks!,70000000.0,101371017.0
1996-12-13,Citizen Ruth,3000000.0,153155.0
1996-12-13,The Preacher's Wife,40000000.0,48093211.0
1996-12-14,Evita,55000000.0,141047179.0
1996-12-18,Marvin's Room,23000000.0,12803305.0
1996-12-20,Scream,14000000.0,173046663.0
1997-01-09,Turbulence,55000000.0,11466088.0
1997-01-10,The Relic,60000000.0,33956608.0
1997-01-15,Lost Highway,15000000.0,3675201.0
1997-01-16,Metro,55000000.0,31987563.0
1997-01-24,Prefontaine,8000000.0,589304.0
1997-01-31,Mr. Nice Guy,12716953.0,18814720.0
1997-01-31,Shadow Conspiracy,45000000.0,2154540.0
1997-02-07,Dante's Peak,116000000.0,178127760.0
1997-02-13,Vegas Vacation,25000000.0,36400360.0
1997-02-14,Absolute Power,50000000.0,50068310.0
1997-02-20,Love's Deadly Triangle: The Texas Cadet Murder,14000000.0,161001698.0
1997-02-21,Rosewood,30000000.0,13130349.0
1997-02-27,Donnie Brasco,35000000.0,41954997.0
1997-03-07,Private Parts,28000000.0,41230799.0
1997-03-12,The Devil's Own,90000000.0,140807547.0
1997-03-21,Liar Liar,45000000.0,302710615.0
1997-03-21,Selena,20000000.0,60000000.0
1997-03-26,Cats Don't Dance,32000000.0,3566637.0
1997-03-27,Turbo: A Power Rangers Movie,10000000.0,17979739.0
1997-04-01,La vérité si je mens !,4000000.0,29456000.0
1997-04-03,The Saint,68000000.0,118063304.0
1997-04-04,Anna Karenina,35000000.0,791830.0
1997-04-04,Chasing Amy,250000.0,12021272.0
1997-04-10,The Castle,786675.0,861789.0
1997-04-11,Anaconda,45000000.0,136885767.0
1997-04-30,The Night Flier,1000000.0,91549.0
1997-05-02,Austin Powers: International Man of Mystery,16500000.0,67683989.0
1997-05-02,Breakdown,36000000.0,50159144.0
1997-05-07,The Fifth Element,90000000.0,263920180.0
1997-05-14,The Sweet Hereafter,5000000.0,3263585.0
1997-05-16,Love! Valour! Compassion!,2000000.0,2900000.0
1997-05-23,The Lost World: Jurassic Park,73000000.0,229074524.0
1997-06-01,Con Air,75000000.0,224012234.0
1997-06-06,Squeeze,500000.0,10300.0
1997-06-13,Speed 2: Cruise Control,160000000.0,164508066.0
1997-06-19,My Best Friend's Wedding,38000000.0,299288605.0
1997-06-20,Batman & Robin,125000000.0,238207122.0
1997-06-26,Hercules,85000000.0,252712101.0
1997-06-27,Face/Off,80000000.0,245676146.0
1997-07-02,Men in Black,90000000.0,589390539.0
1997-07-03,Bean,18000000.0,251212670.0
1997-07-11,Contact,90000000.0,171120329.0
1997-07-11,A Simple Wish,28000000.0,8345056.0
1997-07-12,Princess Mononoke,26500000.0,159375308.0
1997-07-25,Air Force One,85000000.0,315156409.0
1997-07-29,One Eight Seven,20000000.0,5716080.0
1997-07-31,Spawn,40000000.0,87840042.0
1997-08-01,Children of Heaven,180000.0,900000.0
1997-08-01,Air Bud,3000000.0,23144499.0
1997-08-01,Picture Perfect,19000000.0,44332015.0
1997-08-07,Conspiracy Theory,75000000.0,136982834.0
1997-08-13,The Full Monty,3500000.0,257850122.0
1997-08-15,Steel,16000000.0,1686429.0
1997-08-15,Event Horizon,60000000.0,26673242.0
1997-08-15,Cop Land,15000000.0,44862187.0
1997-08-22,G.I. Jane,50000000.0,48169156.0
1997-08-22,Mimic,30000000.0,25480490.0
1997-08-22,Shooting Fish,3000000.0,302204.0
1997-08-26,Deconstructing Harry,20000000.0,10686841.0
1997-08-27,Sunday,450.0,288.0
1997-08-28,Affliction,6000000.0,6330054.0
1997-09-05,Fire Down Below,60000000.0,16000000.0
1997-09-07,Two Girls and a Guy,1000000.0,2057193.0
1997-09-07,Gattaca,36000000.0,12532777.0
1997-09-08,The Spanish Prisoner,10000000.0,13835130.0
1997-09-09,Cube,250000.0,501818.0
1997-09-11,Boogie Nights,15000000.0,43101594.0
1997-09-12,Seven Years in Tibet,70000000.0,131457682.0
1997-09-12,The Game,50000000.0,109423648.0
1997-09-17,The Myth Of Fingerprints,2000000.0,458815.0
1997-09-19,Wishmaster,5000000.0,15719109.0
1997-09-19,L.A. Confidential,35000000.0,126216940.0
1997-09-25,Paws,137731.0,1778391.0
1997-09-27,Lolita,62000000.0,1060056.0
1997-09-27,The Ice Storm,18000000.0,8038061.0
1997-10-03,Kiss the Girls,27000000.0,60527873.0
1997-10-03,U Turn,19000000.0,6682098.0
1997-10-10,The House of Yes,1500000.0,626057.0
1997-10-10,Most Wanted,25000000.0,11838218.0
1997-10-17,I Know What You Did Last Summer,17000000.0,125586134.0
1997-10-17,The Devil's Advocate,57000000.0,152944660.0
1997-10-17,Playing God,12000000.0,4000000.0
1997-10-30,Dil To Pagal Hai,1300000.0,11000000.0
1997-10-31,Switchback,37000000.0,6482195.0
1997-11-06,Starship Troopers,105000000.0,121214377.0
1997-11-06,Cure,20000.0,99000.0
1997-11-07,Mad City,50000000.0,10541523.0
1997-11-12,Alien: Resurrection,70000000.0,162000000.0
1997-11-14,The Jackal,60000000.0,159330280.0
1997-11-14,One Night Stand,24000000.0,2642983.0
1997-11-14,The Man Who Knew Too Little,20000000.0,13801755.0
1997-11-18,Titanic,200000000.0,1845034188.0
1997-11-18,The Rainmaker,40000000.0,45916769.0
1997-11-20,Anastasia,53000000.0,139804348.0
1997-11-21,Midnight in the Garden of Good and Evil,35000000.0,25105255.0
1997-11-21,Mortal Kombat: Annihilation,30000000.0,51376861.0
1997-11-26,Flubber,80000000.0,177977226.0
1997-12-03,Amistad,36000000.0,74000000.0
1997-12-05,Good Will Hunting,10000000.0,225933435.0
1997-12-09,Scream 2,24000000.0,172363301.0
1997-12-11,For Richer or Poorer,35000000.0,31611225.0
1997-12-11,Tomorrow Never Dies,110000000.0,333011068.0
1997-12-12,Home Alone 3,32000000.0,79082515.0
1997-12-18,Running Time,130000.0,1596.0
1997-12-19,Spice World,25000000.0,100000000.0
1997-12-19,MouseHunt,38000000.0,122417389.0
1997-12-19,As Good as It Gets,50000000.0,314178011.0
1997-12-19,Open Your Eyes,2900000.0,368234.0
1997-12-20,Life Is Beautiful,20000000.0,229400000.0
1997-12-24,Jackie Brown,12000000.0,39673162.0
1997-12-25,The Postman,80000000.0,17626234.0
1997-12-25,Wag the Dog,15000000.0,64256513.0
1997-12-25,Kundun,28000000.0,5684789.0
1997-12-25,An American Werewolf in Paris,22000000.0,26570463.0
1998-01-16,Hard Rain,70000000.0,19870567.0
1998-01-16,Half Baked,8000000.0,17460020.0
1998-01-16,Central Station,2900000.0,5596708.0
1998-01-19,Great Expectations,25000000.0,55494066.0
1998-01-20,Buffalo '66,1500000.0,2375097.0
1998-01-21,Gods and Monsters,10000000.0,6451628.0
1998-01-30,Zero Effect,5000000.0,1980338.0
1998-01-30,Deep Rising,45000000.0,11203026.0
1998-01-31,Ringu,1200000.0,8690429.0
1998-02-04,Your Friends & Neighbors,5000000.0,4710749.0
1998-02-05,Blues Brothers 2000,28000000.0,14051384.0
1998-02-06,The Replacement Killers,30000000.0,19204929.0
1998-02-13,The Wedding Singer,18000000.0,123306987.0
1998-02-13,Sphere,75000000.0,13100000.0
1998-02-20,A Place Called Chiapas,891000.0,229000.0
1998-02-20,"An Alan Smithee Film: Burn, Hollywood, Burn",10000000.0,45779.0
1998-02-27,Dark City,27000000.0,27200316.0
1998-03-05,"Lock, Stock and Two Smoking Barrels",1350000.0,3897569.0
1998-03-05,A Civil Action,70000000.0,56702901.0
1998-03-06,U.S. Marshals,60000000.0,102367405.0
1998-03-06,The Big Lebowski,15000000.0,46189568.0
1998-03-20,Wild Things,20000000.0,67200000.0
1998-03-26,The Newton Boys,27000000.0,76000000.0
1998-03-27,Meet the Deedles,24000000.0,4562146.0
1998-04-03,Lost in Space,80000000.0,136159423.0
1998-04-10,Species II,35000000.0,19165560.0
1998-04-10,City of Angels,55000000.0,198685114.0
1998-04-15,The Dinner Game,12500000.0,78599508.0
1998-04-17,The Object of My Affection,15000000.0,46905889.0
1998-04-23,Sliding Doors,6000000.0,58000000.0
1998-04-24,The Big Hit,13000000.0,27007143.0
1998-04-28,The Idiots,2500000.0,7235.0
1998-05-01,He Got Game,25000000.0,21567853.0
1998-05-08,Deep Impact,75000000.0,140464664.0
1998-05-08,Woo,13000000.0,8026971.0
1998-05-14,Edge of Seventeen,1500000.0,870751.0
1998-05-14,The Horse Whisperer,60000000.0,186883563.0
1998-05-15,Quest for Camelot,40000000.0,38172500.0
1998-05-15,Bulworth,30000000.0,29202884.0
1998-05-20,Godzilla,130000000.0,379014294.0
1998-05-22,Fear and Loathing in Las Vegas,18500000.0,10680275.0
1998-05-22,The Opposite of Sex,5000000.0,5879254.0
1998-05-27,The Wounds,10000.0,150000.0
1998-05-28,Forever Fever,1070000.0,570000.0
1998-06-04,The Truman Show,60000000.0,264118201.0
1998-06-05,A Perfect Murder,60000000.0,128038368.0
1998-06-12,Six Days Seven Nights,70000000.0,164000000.0
1998-06-12,Can't Hardly Wait,10000000.0,25605015.0
1998-06-18,Mulan,90000000.0,304320254.0
1998-06-19,The X Files,66000000.0,189198313.0
1998-06-22,Doctor Dolittle,71000000.0,294456605.0
1998-06-26,Out of Sight,48000000.0,77745568.0
1998-07-01,Armageddon,140000000.0,553799566.0
1998-07-10,Pi,60000.0,3221152.0
1998-07-10,Lethal Weapon 4,140000000.0,285444603.0
1998-07-10,Small Soldiers,40000000.0,54682547.0
1998-07-15,There's Something About Mary,23000000.0,369884651.0
1998-07-16,The Mask of Zorro,95000000.0,250288523.0
1998-07-18,Pokémon: The First Movie: Mewtwo Strikes Back,30000000.0,163644662.0
1998-07-24,Jane Austen's Mafia!,10000000.0,19000000.0
1998-07-24,Saving Private Ryan,70000000.0,481840909.0
1998-07-24,Disturbing Behavior,15000000.0,17507368.0
1998-07-29,The Negotiator,50000000.0,44547681.0
1998-07-31,Ever After: A Cinderella Story,26000000.0,65705772.0
1998-08-05,Halloween: H20,17000000.0,55041738.0
1998-08-07,"First Love, Last Rites",300000.0,40542.0
1998-08-07,Snake Eyes,73000000.0,103891409.0
1998-08-13,The Avengers,60000000.0,48585416.0
1998-08-14,How Stella Got Her Groove Back,20000000.0,37672350.0
1998-08-20,Run Lola Run,1530000.0,7267585.0
1998-08-21,Blade,45000000.0,131183530.0
1998-08-22,Dil Se..,5200000.0,13000000.0
1998-08-28,I Married a Strange Person!,250.0,203.0
1998-08-28,54,13000000.0,16757163.0
1998-09-10,The Red Violin,18000000.0,9495408.0
1998-09-11,Rounders,12000000.0,22921898.0
1998-09-11,Simon Birch,20000000.0,18253415.0
1998-09-11,Very Bad Things,30000000.0,9898412.0
1998-09-11,Without Limits,25000000.0,777423.0
1998-09-12,The Terrorist,24554.0,140021.0
1998-09-12,Following,6000.0,48482.0
1998-09-13,Elizabeth,30000000.0,82150642.0
1998-09-17,Rushmore,9000000.0,17096053.0
1998-09-18,Six-String Samurai,2000000.0,124494.0
1998-09-18,Rush Hour,33000000.0,244386864.0
1998-09-25,Urban Legend,14000000.0,72527595.0
1998-09-25,Ronin,55000000.0,41610884.0
1998-10-01,A Night at the Roxbury,17000000.0,30331165.0
1998-10-02,Strangeland,1100000.0,631221.0
1998-10-02,Antz,60000000.0,171757863.0
1998-10-02,What Dreams May Come,85000000.0,71485043.0
1998-10-16,"Blood, Guts, Bullets and Octane",7300.0,13674.0
1998-10-16,Happiness,3000000.0,2807390.0
1998-10-16,Practical Magic,75000000.0,46683377.0
1998-10-16,Bride of Chucky,25000000.0,50671850.0
1998-10-16,Kuch Kuch Hota Hai,1530000.0,15306000.0
1998-10-23,Soldier,75000000.0,14567883.0
1998-10-30,American History X,20000000.0,23875127.0
1998-10-30,Living Out Loud,12000000.0,12902790.0
1998-11-06,The Waterboy,23000000.0,185991646.0
1998-11-06,The Siege,70000000.0,116672912.0
1998-11-12,Meet Joe Black,90000000.0,142940100.0
1998-11-13,I Still Know What You Did Last Summer,65000000.0,40002112.0
1998-11-20,The Rugrats Movie,30000000.0,100491683.0
1998-11-20,Enemy of the State,90000000.0,250649836.0
1998-11-25,Home Fries,15000000.0,10443316.0
1998-11-25,Babe: Pig in the City,90000000.0,69131860.0
1998-11-25,A Bug's Life,120000000.0,363258859.0
1998-11-25,Ringmaster,3500000.0,9247881.0
1998-12-04,Psycho,60000000.0,37141130.0
1998-12-10,Star Trek: Insurrection,70000000.0,118000000.0
1998-12-11,Shakespeare in Love,25000000.0,289317794.0
1998-12-15,The Prince of Egypt,70000000.0,218613188.0
1998-12-17,You've Got Mail,65000000.0,250821495.0
1998-12-25,Patch Adams,50000000.0,202292902.0
1998-12-25,The Thin Red Line,52000000.0,98126565.0
1998-12-25,The Faculty,15000000.0,40283321.0
1998-12-30,Playing by Heart,20000000.0,3970078.0
1999-01-01,The Cherry Orchard,5.0,135.0
1999-01-14,Virus,75000000.0,14010690.0
1999-01-22,Cookie's Fortune,10000000.0,10920544.0
1999-01-22,The Boondock Saints,6000000.0,30471.0
1999-01-23,Ringu 2,6000000.0,18686644.0
1999-01-29,She's All That,10000000.0,103166989.0
1999-01-30,Jawbreaker,3000000.0,3076820.0
1999-02-05,Payback,90000000.0,161626121.0
1999-02-05,Simply Irresistible,6000000.0,4398989.0
1999-02-11,My Favorite Martian,65000000.0,36850101.0
1999-02-12,Blast from the Past,35000000.0,40263020.0
1999-02-19,Office Space,10000000.0,12827813.0
1999-02-22,Message in a Bottle,80000000.0,118880016.0
1999-02-26,8MM,40000000.0,96618699.0
1999-02-26,200 Cigarettes,6000000.0,6852450.0
1999-03-05,Cruel Intentions,10500000.0,75902208.0
1999-03-05,Analyze This,80000000.0,176885658.0
1999-03-11,The Rage: Carrie 2,21000000.0,17762705.0
1999-03-12,Baby Geniuses,12000000.0,36450736.0
1999-03-12,The Corruptor,25000000.0,15156200.0
1999-03-12,The Deep End of the Ocean,38000000.0,28121100.0
1999-03-12,Forces of Nature,75000000.0,93888180.0
1999-03-19,The King and I,25000000.0,12000000.0
1999-03-25,The Last Breath,3800000.0,559298.0
1999-03-25,Tea with Mussolini,12000000.0,21001563.0
1999-03-26,The Mod Squad,50000000.0,13260050.0
1999-03-30,10 Things I Hate About You,16000000.0,53478166.0
1999-03-30,The Matrix,63000000.0,463517383.0
1999-04-01,Beowulf,20000000.0,1531251.0
1999-04-02,The Out-of-Towners,75000000.0,29000000.0
1999-04-09,Go,6500000.0,28451622.0
1999-04-09,Never Been Kissed,25000000.0,84565230.0
1999-04-14,eXistenZ,15000000.0,2856712.0
1999-04-15,An Ideal Husband,14000000.0,18535191.0
1999-04-16,Life,80000000.0,73345029.0
1999-04-16,The Mummy,80000000.0,415885488.0
1999-04-16,The Thirteenth Floor,16000000.0,18564088.0
1999-04-19,All About My Mother,8272296.0,67872296.0
1999-04-21,The Virgin Suicides,6000000.0,10409377.0
1999-04-23,Lost & Found,1.0,100.0
1999-04-29,Entrapment,66000000.0,212404396.0
1999-04-30,Idle Hands,25000000.0,4152230.0
1999-05-01,Vaali,500000.0,500000.0
1999-05-13,Notting Hill,42000000.0,363889678.0
1999-05-14,East Is East,3800000.0,28200000.0
1999-05-15,The Limey,10000000.0,3193102.0
1999-05-19,Star Wars: Episode I - The Phantom Menace,115000000.0,924317558.0
1999-06-04,Limbo,8000000.0,1997807.0
1999-06-04,Human Traffic,600000.0,4000000.0
1999-06-08,Austin Powers: The Spy Who Shagged Me,33000000.0,310940086.0
1999-06-18,The General's Daughter,60000000.0,149705852.0
1999-06-18,Tarzan,150000000.0,448000000.0
1999-06-25,Big Daddy,34200000.0,234801895.0
1999-06-29,Wild Wild West,170000000.0,222104681.0
1999-07-09,American Pie,11000000.0,235483004.0
1999-07-14,The Blair Witch Project,60000.0,248000000.0
1999-07-14,Muppets from Space,24000000.0,16290976.0
1999-07-14,Eyes Wide Shut,65000000.0,162091208.0
1999-07-15,Lake Placid,27000000.0,56870414.0
1999-07-16,The Wood,6000000.0,25059640.0
1999-07-17,Pokémon: The Movie 2000,30000000.0,133949270.0
1999-07-23,Trick,450000.0,2049595.0
